IMAGE,MEDICINE_NAME,GENERIC_NAME,split,image_path,prescription_id
188.png,Atrizin,Cetirizine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/188.png,P1188
189.png,Atrizin,Cetirizine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/189.png,P1189
190.png,Atrizin,Cetirizine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/190.png,P1190
191.png,Atrizin,Cetirizine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/191.png,P1191
192.png,Atrizin,Cetirizine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/192.png,P1192
193.png,Atrizin,Cetirizine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/193.png,P1193
194.png,Atrizin,Cetirizine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/194.png,P1194
195.png,Atrizin,Cetirizine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/195.png,P1195
196.png,Atrizin,Cetirizine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/196.png,P1196
197.png,Atrizin,Cetirizine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/197.png,P1197
198.png,Atrizin,Cetirizine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/198.png,P1198
199.png,Atrizin,Cetirizine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/199.png,P1199
200.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/200.png,P1200
201.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/201.png,P1201
202.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/202.png,P1202
203.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/203.png,P1203
204.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/204.png,P1204
205.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/205.png,P1205
206.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/206.png,P1206
207.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/207.png,P1207
208.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/208.png,P1208
209.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/209.png,P1209
210.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/210.png,P1210
211.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/211.png,P1211
212.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/212.png,P1212
213.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/213.png,P1213
214.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/214.png,P1214
215.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/215.png,P1215
216.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/216.png,P1216
217.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/217.png,P1217
218.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/218.png,P1218
219.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/219.png,P1219
220.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/220.png,P1220
221.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/221.png,P1221
222.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/222.png,P1222
223.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/223.png,P1223
224.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/224.png,P1224
225.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/225.png,P1225
226.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/226.png,P1226
227.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/227.png,P1227
228.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/228.png,P1228
229.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/229.png,P1229
230.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/230.png,P1230
231.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/231.png,P1231
232.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/232.png,P1232
233.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/233.png,P1233
234.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/234.png,P1234
235.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/235.png,P1235
236.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/236.png,P1236
237.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/237.png,P1237
238.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/238.png,P1238
239.png,Axodin,Fexofenadine Hydrochloride,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/239.png,P1239
240.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/240.png,P1240
241.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/241.png,P1241
242.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/242.png,P1242
243.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/243.png,P1243
244.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/244.png,P1244
245.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/245.png,P1245
246.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/246.png,P1246
247.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/247.png,P1247
248.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/248.png,P1248
249.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/249.png,P1249
250.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/250.png,P1250
251.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/251.png,P1251
252.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/252.png,P1252
253.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/253.png,P1253
254.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/254.png,P1254
255.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/255.png,P1255
256.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/256.png,P1256
257.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/257.png,P1257
258.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/258.png,P1258
259.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/259.png,P1259
260.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/260.png,P1260
261.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/261.png,P1261
262.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/262.png,P1262
263.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/263.png,P1263
264.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/264.png,P1264
265.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/265.png,P1265
266.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/266.png,P1266
267.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/267.png,P1267
268.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/268.png,P1268
269.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/269.png,P1269
270.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/270.png,P1270
271.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/271.png,P1271
272.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/272.png,P1272
273.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/273.png,P1273
274.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/274.png,P1274
275.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/275.png,P1275
276.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/276.png,P1276
277.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/277.png,P1277
278.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/278.png,P1278
279.png,Azithrocin,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/279.png,P1279
280.png,Azyth,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/280.png,P1280
281.png,Azyth,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/281.png,P1281
282.png,Azyth,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/282.png,P1282
283.png,Azyth,Azithromycin Dihydrate,Training,/content/Doctor_Prescriptions/Doctor’s Handwritten Prescription BD dataset/Training/Training_words/283.png,P1283
